review_number,branch,source,source_sha256,previous_output,previous_output_sha256,selected_output,selected_output_sha256,user_decision,automatic_status,source_pixels_recoloured,pixels_different_from_previous,source_overlay_alpha_unchanged,protected_chromatic_pixels_unchanged,date
10943,phase4-v10-component-mask-test,picons/42.0e/demiroren-medya/transparent/1_0_2_2B93_1_42_1A40000_0_0_0.png,eaf5d57b9b375ac80517e13e621eda8b7d7d1d5ad9a226e99facf216ee854110,picons/42.0e/demiroren-medya/white/1_0_2_2B93_1_42_1A40000_0_0_0.png,f4f65320d9a13f5f88b5378b28d942d11cbcb4f63d30a8ae8ca11dbc641ebd73,picons/42.0e/demiroren-medya/white/1_0_2_2B93_1_42_1A40000_0_0_0.png,8ed781d99e90f53430d0c3c65812d58f47dab563dab0c6d0c5cf7e061a660e9f,USER_DIRECTED_RECORRECTION_SHOW_BLACK_KEEP_RED_O_BEZEL,REVIEW,6273,1140,true,true,2026-09-25
4926,phase4-v10-component-mask-test,picons/16.0e/total-tv/transparent/1_0_1_68B_9FC4_16E_A00000_0_0_0.png,ed06bb463659b0ee081b85fc2e50d4a666f229dfc571e4da7e60769a650ceabf,picons/16.0e/total-tv/white/1_0_1_68B_9FC4_16E_A00000_0_0_0.png,b50a7a289c07ed47feb14c8866a6734151bf0b34ad6b66e14667e2ed1beedfed,picons/16.0e/total-tv/white/1_0_1_68B_9FC4_16E_A00000_0_0_0.png,36a2e9553aaffa9e27b10b20d49691b993733808073c612921ea45b04dfc9b62,USER_DIRECTED_MANUAL_RECOLOR_FINAL_L_AND_USER_APPROVED,REVIEW,302,278,true,true,2026-09-25
