review_number,branch,source,source_sha256,previous_output,previous_output_sha256,approved_output,approved_output_sha256,git_blob_sha,user_decision,automatic_status,source_pixels_recoloured,pixels_different_from_previous,source_overlay_alpha_unchanged,protected_chromatic_pixels_unchanged,date
10085,phase4-v10-component-mask-test,picons/36.0e/tv-provider/transparent/1_0_1_101_1_1_1682D43_0_0_0.png,7158ad3be7fa63cfd15a768fb65d33de65cad4b36c1e49a18b68be7e168176c2,picons/36.0e/tv-provider/white/1_0_1_101_1_1_1682D43_0_0_0.png,52f297a5c1735851c40a22ac4682918dae8faffd8a95a07d875cda3d05e82461,picons/36.0e/tv-provider/white/1_0_1_101_1_1_1682D43_0_0_0.png,7d69912ca6d30af83ef49aee2b0780f3214fb4192b9acc30ccc9718da804ca36,fd0116e675aaf868d0147e721753257aea13e238,MANUALLY_APPROVED,REVIEW,2448,7345,true,true,2026-09-25
6019,phase4-v10-component-mask-test,picons/19.2e/ses/transparent/1_0_1F_109D_3EE_1_C00000_0_0_0.png,889cfbda1c8798bad7cbbf6e7186b2a715601b011448efaa0bb0009407f95030,picons/19.2e/ses/white/1_0_1F_109D_3EE_1_C00000_0_0_0.png,14efe2ca3d8593a316d238f66a0b58263b52052de1899aa8bac8d3dee05f5e74,picons/19.2e/ses/white/1_0_1F_109D_3EE_1_C00000_0_0_0.png,dab34e7c9f837bee6cbf3a981bc9189d6ff53cfba450a24e8064ea9e98445a3b,480f4bcd3fb43c83b5e14f852f861000c66147a1,MANUALLY_APPROVED,REVIEW,8770,1599,true,true,2026-09-25
