review_number,branch,source,source_sha256,previous_output,previous_output_sha256,selected_output,selected_output_sha256,git_blob_sha,user_decision,automatic_status,source_pixels_recoloured,pixels_different_from_previous,source_overlay_alpha_unchanged,protected_chromatic_pixels_unchanged,date
6216,phase4-v10-component-mask-test,picons/19.2e/tsa/transparent/1_0_2_18F6_3F4_1_C00000_0_0_0.png,8d9a1d95b028a8354b7b2b7a2f5c54408dcc9571ea8598e51fea2c360cbd1a2b,picons/19.2e/tsa/white/1_0_2_18F6_3F4_1_C00000_0_0_0.png,60f6c922b1d2c5995ec28fa57ab978e4b0bed64d46149de170c99ac3af573fab,picons/19.2e/tsa/white/1_0_2_18F6_3F4_1_C00000_0_0_0.png,1428dd0e3da0f968837a30cc05876b11d84c1d24d4feffe5b3b4eb16ff82766c,48a07d798e307a7e79fdd572d3f20c0288c2b569,RIGHT_CANDIDATE_MANUALLY_APPROVED,REVIEW,9743,1498,true,true,2026-09-25
14408,phase4-v10-component-mask-test,picons/80.0e/harmonic/transparent/1_0_1_22_14_1113_3200000_0_0_0.png,342fbdc9acf35a146453e09edd696f743375b53445536f1242fde9bf23eedee1,picons/80.0e/harmonic/white/1_0_1_22_14_1113_3200000_0_0_0.png,5934af2ceb6e44be81aa49cb2d084e5ad2fa0970a932ec2d72f70ca131f57172,picons/80.0e/harmonic/white/1_0_1_22_14_1113_3200000_0_0_0.png,5934af2ceb6e44be81aa49cb2d084e5ad2fa0970a932ec2d72f70ca131f57172,,MIDDLE_CURRENT_RETAINED,REVIEW,0,0,true,true,2026-09-25
