case_id,destination,user_decision,decision_date,source_sha256,previous_output_sha256,candidate_sha256,automatic_status,scope
14599,picons/80.0e/orion-express/white/1_0_1_2C4_CD_1_3200000_0_0_0.png,RECONFIRMED_PREVIOUSLY_APPROVED_CANDIDATE,2026-09-25,152a0d7d31a4f4dd4e69ea0016ce61e5b7b059a98c607dc9e7680098a004e667,4dd3c038f0a28e25e2993422cedc3d3769f30020d97730403ef1b1b07c0cbe6a,23d3fcc477141c824fb10d72d2098f69d8f0caa0552a7c147581df94c8f35256,REVIEW,Individual WHITE candidate only; isolated test branch
