review_number,branch,source,source_sha256,previous_output_sha256,approved_output,approved_output_sha256,git_blob_sha,user_decision,automatic_status,source_pixels_recoloured,pixels_different_from_previous_output,source_overlay_alpha_unchanged,protected_chromatic_pixels_unchanged,date
1009,phase4-v10-component-mask-test,picons/0.8w/m7-group/transparent/1_0_16_7A48_2CB_600_E080000_0_0_0.png,e271debb5a577149c00881c16ba5525ac872c51fe4ab63a47b6c04f54198d1c6,e0940a92b71a550d43567c2911450d703c064bb868bcc6d858ceb2711b9e4679,picons/0.8w/m7-group/white/1_0_16_7A48_2CB_600_E080000_0_0_0.png,031ab28196abdf16781ebff8f2584ecd6048e3271297ad1bc7c9751bf244756c,483ed8ebe6b022697900aa72a1095aacb9b0e131,MANUALLY_APPROVED,REVIEW,5631,84,true,true,2026-09-25
