source,source_qc_2_status,reason
picons/13.0e/cyfrowy-polsat-s-a/transparent/1_0_1_429D_2BC0_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/cyfrowy-polsat-s-a/transparent/1_0_1_42_1964_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/cyfrowy-polsat-s-a/transparent/1_0_1_70B_32C8_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/cyfrowy-polsat-s-a/transparent/1_0_1_70C_32C8_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/cyfrowy-polsat-s-a/transparent/1_0_1_710_32C8_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/cyfrowy-polsat-s-a/transparent/1_0_1_711_32C8_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/cyfrowy-polsat-s-a/transparent/1_0_1_9_1964_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/cyfrowy-polsat-s-a/transparent/1_0_1_C1E_1E78_71_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/cyfrowy-polsat-s-a/transparent/1_0_1_C1F_1E78_71_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/cyfrowy-polsat-s-a/transparent/1_0_1_C22_1E78_71_820000_0_0_0.png,SOURCE-PASS,Phase 1B approved integral rectangular brand geometry
picons/13.0e/cyfrowy-polsat-s-a/transparent/1_0_1_C23_1E78_71_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/cyfrowy-polsat-s-a/transparent/1_0_1_C27_1E78_71_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/cyfrowy-polsat-s-a/transparent/1_0_1_C2D_1E78_71_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/cyfrowy-polsat-s-a/transparent/1_0_1_C2E_1E78_71_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/cyfrowy-polsat-s-a/transparent/1_0_1_C2F_1E78_71_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/cyfrowy-polsat-s-a/transparent/1_0_1_E_1964_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/cyfrowy-polsat-s-a/transparent/1_0_1_F_1964_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/cyfrowy-polsat-s-a/transparent/1_0_2_1C98_1CE8_71_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/cyfrowy-polsat-s-a/transparent/1_0_2_1C9E_1CE8_71_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/cyfrowy-polsat-s-a/transparent/1_0_2_1CA1_1CE8_71_820000_0_0_0.png,SOURCE-PASS,Phase 1B approved integral rectangular brand geometry
picons/13.0e/cyfrowy-polsat-sa/transparent/1_0_1_1CBF_1CE8_71_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/cyfrowy-polsat-sa/transparent/1_0_1_C25_1E78_71_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/cyfrowy-polsat-sa/transparent/1_0_1_C29_1E78_71_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/dcm-sta2-61p-fr-sta/transparent/1_0_1_39D4_1FA4_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/dcm-sta2-61p-fr-sta/transparent/1_0_1_39D5_1FA4_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/dcm-sta2-61p-fr-sta/transparent/1_0_2_39D1_1FA4_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/dcm-sta2-61p-fr-sta/transparent/1_0_2_39D2_1FA4_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/dcm-sta2-61p-fr-sta/transparent/1_0_2_39D3_1FA4_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/du/transparent/1_0_16_2525_13EF_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/du/transparent/1_0_19_2520_13EF_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/du/transparent/1_0_19_2526_13EF_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/du/transparent/1_0_19_2529_13EF_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/du/transparent/1_0_19_252A_13EF_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/du/transparent/1_0_19_252C_13EF_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/du/transparent/1_0_19_252F_13EF_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/du/transparent/1_0_19_2530_13EF_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/du/transparent/1_0_19_389_2134_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/du/transparent/1_0_19_38E_2134_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/du/transparent/1_0_19_392_2134_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/du/transparent/1_0_19_394_2134_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/du/transparent/1_0_19_395_2134_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/du/transparent/1_0_1_38B_2134_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/du/transparent/1_0_2_38F_2134_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/du/transparent/1_0_2_390_2134_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/du/transparent/1_0_2_391_2134_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/du/transparent/1_0_2_393_2134_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/du/transparent/1_0_2_396_2134_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/du/transparent/1_0_2_397_2134_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/du/transparent/1_0_A_2531_13EF_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/du/transparent/1_0_A_388_2134_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/du/transparent/1_0_A_399_2134_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/du/transparent/1_0_A_39A_2134_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/du/transparent/1_0_A_39B_2134_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/du/transparent/1_0_A_39C_2134_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/dvb-s2-8psk-10796v-13-0ae/transparent/1_0_2_3DAE_2C88_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/dvb-s2-8psk-11411h-13-0ae/transparent/1_0_2_37C8_44C_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/elemedia/transparent/1_0_2_E43_1C20_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/encoder/transparent/1_0_16_1201_2B5C_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/encoder/transparent/1_0_19_11FE_2B5C_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/encoder/transparent/1_0_1F_11FB_2B5C_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/encoder/transparent/1_0_1_11FC_2B5C_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/encoder/transparent/1_0_1_11FD_2B5C_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/encoder/transparent/1_0_1_11FF_2B5C_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/encoder/transparent/1_0_1_1203_2B5C_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/encoder/transparent/1_0_1_656_2454_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/eutelsat/transparent/1_0_1_4267_2F44_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/eutelsat/transparent/1_0_1_515_2E7C_13F_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/eutelsat/transparent/1_0_1_516_2E7C_13F_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/eutelsat/transparent/1_0_1_517_2E7C_13F_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/eutelsat/transparent/1_0_1_519_2E7C_13F_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/eutelsat/transparent/1_0_1_51A_2E7C_13F_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/eutelsat/transparent/1_0_1_51B_2E7C_13F_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/eutelsat/transparent/1_0_1_51C_2E7C_13F_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/eutelsat/transparent/1_0_1_51D_2E7C_13F_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/eutelsat/transparent/1_0_1_51E_2E7C_13F_820000_0_0_0.png,SOURCE-PASS,Phase 1B approved integral rectangular brand geometry
picons/13.0e/eutelsat/transparent/1_0_1_51F_2E7C_13F_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/eutelsat/transparent/1_0_1_520_2E7C_13F_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/eutelsat/transparent/1_0_1_521_2E7C_13F_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/eutelsat/transparent/1_0_1_522_2E7C_13F_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/eutelsat/transparent/1_0_1_524_2E7C_13F_820000_0_0_0.png,SOURCE-PASS,Phase 1B approved integral rectangular brand geometry
picons/13.0e/eutelsat/transparent/1_0_1_528_2E7C_13F_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/eutelsat/transparent/1_0_1_529_2E7C_13F_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/eutelsat/transparent/1_0_1_52A_2E7C_13F_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/eutelsat/transparent/1_0_1_52B_2E7C_13F_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/eutelsat/transparent/1_0_1_52C_2E7C_13F_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/eutelsat/transparent/1_0_1_52D_2E7C_13F_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/eutelsat/transparent/1_0_1_52E_2E7C_13F_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/eutelsat/transparent/1_0_1_587_170C_13F_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/eutelsat/transparent/1_0_1_589_170C_13F_820000_0_0_0.png,SOURCE-PASS,Phase 1B approved integral rectangular brand geometry
picons/13.0e/eutelsat/transparent/1_0_1_58A_170C_13F_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/eutelsat/transparent/1_0_1_58B_170C_13F_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/eutelsat/transparent/1_0_1_69A_2454_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/eutelsat/transparent/1_0_2_653_2454_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_19_3332_1388_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_19_7D4_22C4_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_19_831_22C4_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_1_29D1_1C20_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_1_31F_3BC4_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_1_323_3BC4_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_1_332D_1388_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_1_3330_1388_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_1_3331_1388_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_1_6A5_3138_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_1_6A6_3138_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_1_6A7_3138_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_1_6AA_3138_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_1_6AB_3138_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_1_6AC_3138_13E_820000_0_0_0.png,SOURCE-PASS,Phase 1B approved integral rectangular brand geometry
picons/13.0e/globecast/transparent/1_0_1_6AD_3138_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_1_6B0_3138_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_1_6B1_3138_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_1_6B6_3138_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_1_6B9_3138_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_1_6BA_3138_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_1_6BB_3138_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_1_6BC_3138_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_1_6BD_3138_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_1_6D9_3138_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_1_6DA_3138_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_1_6DB_3138_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_1_6DC_3138_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_1_6DD_3138_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_1_7E0_22C4_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_1_7E3_22C4_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_1_7E5_22C4_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_1_7E6_22C4_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_2_3341_1388_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_2_3342_1388_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_2_3343_1388_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_2_3344_1388_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_2_3345_1388_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_2_3346_1388_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_2_3347_1388_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_2_3348_1388_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_2_3349_1388_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_2_334A_1388_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_2_334C_1388_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_2_334D_1388_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_2_334E_1388_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_2_334F_1388_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_2_3352_1388_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_2_3354_1388_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_2_3355_1388_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_2_6AD_3138_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_2_6AF_3138_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_2_6C3_3138_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_2_6D7_3138_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_2_6D8_3138_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/globecast/transparent/1_0_2_7DE_22C4_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/harmonic/transparent/1_0_1_1C56_1C20_13E_820000_0_0_0.png,SOURCE-PASS,Phase 1B approved integral rectangular brand geometry
picons/13.0e/harmonic/transparent/1_0_1_1C58_1C20_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/harmonic/transparent/1_0_2_1C57_1C20_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/iko-media-group/transparent/1_0_16_89A_1F4_FC_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/iko-media-group/transparent/1_0_16_89F_1F4_FC_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/iko-media-group/transparent/1_0_16_8A1_1F4_FC_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/iko-media-group/transparent/1_0_19_8A2_1F4_FC_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/iko-media-group/transparent/1_0_19_8A6_1F4_FC_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/iko-media-group/transparent/1_0_1_4206_2F44_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/iko-media-group/transparent/1_0_1_89B_1F4_FC_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/iko-media-group/transparent/1_0_1_89D_1F4_FC_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/iko-media-group/transparent/1_0_1_8A0_1F4_FC_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/iko-media-group/transparent/1_0_20_8B5_1F4_FC_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/iko-media-group/transparent/1_0_2_604_1F4_FC_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/iko-media-group/transparent/1_0_2_8B2_1F4_FC_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/iko-media-group/transparent/1_0_2_8B4_1F4_FC_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/ikomg/transparent/1_0_1_2342_2328_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/itep-pictures/transparent/1_0_1_1F9_384_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/kabelio-ch/transparent/1_0_16_FC_2C24_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/kabelio-ch/transparent/1_0_19_104_2C24_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/kabelio-ch/transparent/1_0_19_105_2C24_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/kabelio-ch/transparent/1_0_19_106_2C24_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/kabelio-ch/transparent/1_0_19_64_3264_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/kabelio-ch/transparent/1_0_19_65_3264_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/kabelio-ch/transparent/1_0_19_66_3264_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/kabelio-ch/transparent/1_0_19_67_3264_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/kabelio-ch/transparent/1_0_19_68_3264_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/kabelio-ch/transparent/1_0_19_69_1644_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/kabelio-ch/transparent/1_0_19_69_3264_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/kabelio-ch/transparent/1_0_19_6B_3264_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/kabelio-ch/transparent/1_0_19_6C_1644_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/kabelio-ch/transparent/1_0_19_6C_3264_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/kabelio-ch/transparent/1_0_19_6D_3264_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/kabelio-ch/transparent/1_0_19_6E_3264_13E_820000_0_0_0.png,SOURCE-PASS,Phase 1B approved integral rectangular brand geometry
picons/13.0e/kabelio-ch/transparent/1_0_19_6F_1644_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/kabelio-ch/transparent/1_0_19_70_3264_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/kabelio-ch/transparent/1_0_19_71_3264_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/kabelio-ch/transparent/1_0_19_72_3264_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/kabelio-ch/transparent/1_0_19_73_1644_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/kabelio-ch/transparent/1_0_19_74_3264_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/kabelio-ch/transparent/1_0_19_75_1644_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/kabelio-ch/transparent/1_0_19_75_3264_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/kabelio-ch/transparent/1_0_19_76_1644_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
picons/13.0e/kabelio-ch/transparent/1_0_19_7F_1644_13E_820000_0_0_0.png,SOURCE-PASS,Full technical SOURCE QC #2 passed
